rule_id,sheet,family,occurrences,pattern,example_cell,example_formula,business_name,business_description,python_function,status
RULE_0377,Feuil1,ARITHMETIC,9,=LOCAL_CELL-LOCAL_CELL,I4,=+K4-J4,,,,TO_REVIEW
RULE_0378,Feuil1,MULTIPLICATION,9,"=ROUNDUP(+LOCAL_CELL*LOCAL_CELL,0)",J4,"=ROUNDUP(+E4*G4,0)",,,,TO_REVIEW
RULE_0379,Feuil1,ARITHMETIC,9,=LOCAL_CELL+LOCAL_CELL-LOCAL_CELL,L4,=+I4+J4-K4,,,,TO_REVIEW
RULE_0380,AN,CROSS_SHEET_REFERENCE,9,=REF[I&T],B126,=+'I&T'!B3,,,,TO_REVIEW
RULE_0381,Goodeis,ARITHMETIC,8,=LOCAL_CELL+LOCAL_CELL,L51,=E23+L40,,,,TO_REVIEW
RULE_0382,AMPANDRANDAVA,OTHER,8,"=""AGENTDESECURITE""",D3,"=""AGENT DE SECURITE""",,,,TO_REVIEW
RULE_0383,Primes,SALARY_DEPENDENCY,8,=REF[SAL],B59,=+Sal!A47,,,,TO_REVIEW
RULE_0384,Données SOMIDA,ARITHMETIC,7,=LOCAL_CELL+LOCAL_CELL,N71,=+E71+G71,,,,TO_REVIEW
RULE_0385,Stat,ARITHMETIC,7,=LOCAL_CELL-LOCAL_CELL,F113,=+F112-Q40,,,,TO_REVIEW
RULE_0386, OKB TRA ABR,LOCAL_REFERENCE,7,=LOCAL_CELL,B21,=$B$9,,,,TO_REVIEW
RULE_0387,Goodeis,LOCAL_REFERENCE,7,=LOCAL_CELL,C29,=$B$6,,,,TO_REVIEW
RULE_0388,Org (2),MULTIPLICATION,7,=LOCAL_CELL*25,N217,=+N215*25,,,,TO_REVIEW
RULE_0389,Détails,MULTIPLICATION,7,=LOCAL_CELL*5,C25,=+B25*5,,,,TO_REVIEW
RULE_0390,Besoins en micas,CROSS_SHEET_REFERENCE,7,=REF[DONNÉESSOMIDA],B3,=+'Données SOMIDA'!C31,,,,TO_REVIEW
RULE_0391,Besoins en micas,DIVISION,7,=LOCAL_CELL/LOCAL_CELL,P34,=+O34/O6,,,,TO_REVIEW
RULE_0392,CA,CROSS_SHEET_REFERENCE,7,=REF[DONNÉESSOMIDA],B4,=+'Données SOMIDA'!C96,,,,TO_REVIEW
RULE_0393,Sal,ARITHMETIC,7,=-LOCAL_CELL-LOCAL_CELL,D194,=-D192-D193,,,,TO_REVIEW
RULE_0394,Primes,CROSS_SHEET_REFERENCE,7,=REF[DONNÉESSOMIDA],C8,=+'Données SOMIDA'!C62,,,,TO_REVIEW
RULE_0395,Données SOMIDA,MULTIPLICATION,6,"=IF(LOCAL_CELL=""EUR"",LOCAL_CELL,LOCAL_CELL)*LOCAL_CELL",G79,"=+IF(E79=""EUR"",$E$6,$E$5)*D79",,,,TO_REVIEW
RULE_0396,Org,MULTIPLICATION,6,=LOCAL_CELL*(1+LOCAL_CELL),L133,=+$K$133*(1+L122),,,,TO_REVIEW
RULE_0397,Org (2),MULTIPLICATION,6,=LOCAL_CELL*(1+LOCAL_CELL),L241,=+$K$241*(1+L230),,,,TO_REVIEW
RULE_0398,Traitement,AGGREGATION,6,=SUM(LOCAL_RANGE),C1,=SUM(B2:B4),,,,TO_REVIEW
RULE_0399,Feuil3,MULTIPLICATION,6,=LOCAL_CELL*0.05*0,I23,=+H23*0.05*0,,,,TO_REVIEW
RULE_0400,CA,MULTIPLICATION,6,=-LOCAL_CELL*0.9,E39,=-E38*0.9,,,,TO_REVIEW
RULE_0401,Invest FD,MULTIPLICATION,6,=LOCAL_CELL*0.1/12,C14,=+C4*0.1/12,,,,TO_REVIEW
RULE_0402,Feuil1,AGGREGATION,6,=SUM(LOCAL_RANGE),C13,=SUM(C4:C12),,,,TO_REVIEW
RULE_0403,Emprunts FD,ARITHMETIC,6,=LOCAL_CELL+LOCAL_CELL,B8,=+C8+D8,,,,TO_REVIEW
RULE_0404,Emprunts FD,MULTIPLICATION,6,=LOCAL_CELL*LOCAL_CELL,G14,=+E14*$E$8,,,,TO_REVIEW
RULE_0405,Détails FF FD,LOCAL_REFERENCE,6,<OPENPYXL.WORKSHEET.FORMULA.ARRAYFORMULAOBJECTAT0LOCAL_CELLLOCAL_CELLLOCAL_CELL>,C3,<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE79C450>,,,,TO_REVIEW
RULE_0406, OKB TRA ABR,AGGREGATION,5,=SUM(LOCAL_RANGE),E17,=SUM(E15:E16),,,,TO_REVIEW
RULE_0407,OKB FP1,AGGREGATION,5,=SUM(LOCAL_RANGE),E19,=SUM(E16:E18),,,,TO_REVIEW
RULE_0408,Goodeis,AGGREGATION,5,=SUM(LOCAL_RANGE),E23,=SUM(E19:E22),,,,TO_REVIEW
RULE_0409,Org (2),AGGREGATION,5,"=SUMIF(LOCAL_RANGE,LOCAL_CELL,LOCAL_RANGE)",AM23,"=+SUMIF($AU$14:$AU$20,$AU$17,AM14:AQ20)",,,,TO_REVIEW
RULE_0410,AMPANDRANDAVA,OTHER,5,"=""TEMPORAIRE""",U2,"=""TEMPORAIRE""",,,,TO_REVIEW
RULE_0411,Détails,LOCAL_REFERENCE,5,=LOCAL_CELL,G62,=+C25,,,,TO_REVIEW
RULE_0412,Production,CROSS_SHEET_REFERENCE,5,=REF[BESOINSENMICAS],B77,=+'Besoins en micas'!B113,,,,TO_REVIEW
RULE_0413,Feuil3,SALARY_DEPENDENCY,5,=REF[SAL],P70,=+Sal!P176,,,,TO_REVIEW
RULE_0414,Sal,MULTIPLICATION,5,=-LOCAL_CELL-LOCAL_CELL*0.6,F194,=-F193-F192*0.6,,,,TO_REVIEW
RULE_0415,Prestation,DIVISION,5,=LOCAL_CELL/LOCAL_CELL,Q28,=+P28/C28,,,,TO_REVIEW
RULE_0416,AN,MULTIPLICATION,5,=-LOCAL_CELL-LOCAL_CELL*0.6,F90,=-F89-F88*0.6,,,,TO_REVIEW
RULE_0417,FORT DAUPHIN,AGGREGATION,4,"=SUBTOTAL(9,LOCAL_CELL)",G198,"=SUBTOTAL(9,G197)",,,,TO_REVIEW
RULE_0418,Données SOMIDA,MULTIPLICATION,4,"=ROUND(+LOCAL_CELL*LOCAL_CELL,0)",L18,"=ROUND(+L48*G18,0)",,,,TO_REVIEW
RULE_0419,Données SOMIDA,DIVISION,4,=LOCAL_CELL/28,M18,=+K18/28,,,,TO_REVIEW
RULE_0420,Données SOMIDA,DIVISION,4,=LOCAL_CELL/25,F20,=+E20/25,,,,TO_REVIEW
RULE_0421,Données SOMIDA,DIVISION,4,=LOCAL_CELL/LOCAL_CELL,F54,=+F48/F53,,,,TO_REVIEW
RULE_0422,Org (2),MULTIPLICATION,4,=LOCAL_CELL*0.13,AQ43,=+AM43*0.13,,,,TO_REVIEW
RULE_0423,Org (2),MULTIPLICATION,4,=LOCAL_CELL*0.5,AT43,=+AM43*0.5,,,,TO_REVIEW
RULE_0424,AMPANDRANDAVA,OTHER,4,"=""TREUILLISTE""",D25,"=""TREUILLISTE""",,,,TO_REVIEW
RULE_0425,Commande à honorer,AGGREGATION,4,=SUM(LOCAL_RANGE),E17,=SUM(E3:E16),,,,TO_REVIEW
RULE_0426,Commandes,MULTIPLICATION,4,=LOCAL_CELL*1000/50,E4,=+C4*1000/50,,,,TO_REVIEW
RULE_0427,Production,DIVISION,4,=LOCAL_CELL/LOCAL_CELL,R3,=+P3/$P$6,,,,TO_REVIEW
RULE_0428,Traitement,LOCAL_REFERENCE,4,=LOCAL_CELL,A121,=+A113,,,,TO_REVIEW
RULE_0429,Besoins en micas,AGGREGATION,4,"=SUBTOTAL(9,LOCAL_RANGE)",F140,"=+SUBTOTAL(9,F142:F249)",,,,TO_REVIEW
RULE_0430,CA,MULTIPLICATION,4,=-LOCAL_CELL*1.1,G39,=-G38*1.1,,,,TO_REVIEW
RULE_0431,CA,AGGREGATION,4,"=SUBTOTAL(9,LOCAL_RANGE)",G57,"=+SUBTOTAL(9,G59:G166)",,,,TO_REVIEW
RULE_0432,CA,DIVISION,4,"=IFERROR(+LOCAL_CELL/LOCAL_CELL,"""")",H167,"=IFERROR(+I167/G167,"""")",,,,TO_REVIEW
RULE_0433,Primes,MULTIPLICATION,4,=2.5*25,D16,=2.5*25,,,,TO_REVIEW
RULE_0434,Prestation,PRODUCTION_DEPENDENCY,4,=REF[PRODUCTION],B4,=+Production!B26,,,,TO_REVIEW
RULE_0435,Prestation,DIVISION,4,=LOCAL_CELL/4500,S30,=+S29/4500,,,,TO_REVIEW
RULE_0436,Amort,CROSS_SHEET_REFERENCE,4,"=""DOT.AMORT""&""""&REF[INVESTFD]",B5,"=""DOT.AMORT""& "" ""&  'Invest FD'!B4",,,,TO_REVIEW
RULE_0437,Données SOMIDA,ARITHMETIC,3,=LOCAL_CELL-LOCAL_CELL,F19,=+F48-F18,,,,TO_REVIEW
RULE_0438,Org,MULTIPLICATION,3,=LOCAL_CELL*0.13,BA31,=+AW31*0.13,,,,TO_REVIEW
RULE_0439,Org,MULTIPLICATION,3,=LOCAL_CELL*0.5,BD31,=+AW31*0.5,,,,TO_REVIEW
RULE_0440,Org,AGGREGATION,3,"=SUMIF(LOCAL_RANGE,LOCAL_CELL,LOCAL_RANGE)",F81,"=+SUMIF(W63:W78,W66,F63:I78)",,,,TO_REVIEW
RULE_0441,Recap coupeuses FD,MULTIPLICATION,3,=LOCAL_CELL*2000,N8,=B8*2000,,,,TO_REVIEW
RULE_0442,Recap coupeuses FD,ARITHMETIC,3,=LOCAL_CELL-LOCAL_CELL,O8,=M8-N8,,,,TO_REVIEW
RULE_0443,AMPANDRANDAVA,OTHER,3,"=""HC""",F7,"=""HC""",,,,TO_REVIEW
RULE_0444,AMPANDRANDAVA,OTHER,3,"=""OLIVIER""",C8,"=""Olivier""",,,,TO_REVIEW
RULE_0445,AMPANDRANDAVA,OTHER,3,"=""CHEFDEPOSTE""",D10,"=""CHEF DE POSTE""",,,,TO_REVIEW
RULE_0446,AMPANDRANDAVA,OTHER,3,"=""MAKA""",B12,"=""MAKA""",,,,TO_REVIEW
RULE_0447,AMPANDRANDAVA,LOCAL_REFERENCE,3,"=""OUVRIERLOCAL_CELL""",D47,"=""Ouvrier IRF1""",,,,TO_REVIEW
RULE_0448,AMPANDRANDAVA,OTHER,3,"=""OUVRIERBENNE""",D49,"=""Ouvrier Benne""",,,,TO_REVIEW
RULE_0449,Recap coupeuses Ampandra,DIVISION,3,=LOCAL_CELL/LOCAL_CELL,N6,=+J6/A6,,,,TO_REVIEW
RULE_0450,Détails,MULTIPLICATION,3,=LOCAL_CELL*6,F62,=+E62*6,,,,TO_REVIEW
